=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-2-19_23-0-28
====================================================================================
23:0:28 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:0:28 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
23:0:28 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
23:0:28 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
23:0:28 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
23:0:28 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
23:0:28 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
23:0:28 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
23:0:28 | [PermissionManager] Perm (MenuBansManager) has been registered!
23:0:28 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
23:0:28 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
23:0:28 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
23:0:28 | [PermissionManager] Perm (MenuWebHooks) has been registered!
23:0:28 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
23:0:28 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
23:0:28 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
23:0:28 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
23:0:28 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
23:0:28 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
23:0:28 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
23:0:28 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
23:0:28 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
23:0:28 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
23:0:28 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
23:0:28 | [PermissionManager] Perm (EspToolsMenu) has been registered!
23:0:28 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
23:0:28 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
23:0:28 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
23:0:28 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
23:0:28 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
23:0:28 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
23:0:28 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
23:0:28 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
23:0:28 | [PermissionManager] Adding Super Admin (76561197994877771)
23:0:28 | [PermissionManager] Loaded UserGroups.json
23:0:28 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
23:0:28 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
23:0:28 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
23:0:28 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
23:0:28 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
23:0:28 | Building Sets Loaded: 1
23:0:28 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
23:0:28 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
23:1:35 | Player "Angel*o" (steamId=76561198068688701) connected to server!
23:7:1 | Player "Barba_Imersivo" (steamId=76561197994877771) connected to server!
23:7:11 | Player "Razyel" (steamId=76561198119695209) connected to server!
23:15:2 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (SNAFU_CMAG60300_Tan)
23:15:3 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (SNAFU_CMAG60300_Tan)
23:15:3 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (SNAFU_CMAG60300_Tan)
23:15:3 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (SNAFU_CMAG60300_Tan)
23:20:54 | "Barba_Imersivo" (steamid=76561197994877771) teleported to crosshair (pos=<4302.538574, 9.989840, 16797.183594>)
23:23:11 | "Barba_Imersivo" (steamid=76561197994877771) teleported to crosshair (pos=<4143.283691, 8.869978, 17103.953125>)
23:37:43 | "Barba_Imersivo" (steamid=76561197994877771) /heal used on: "Barba_Imersivo" (steamid=76561197994877771)
0:2:41 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (FAMAS)
0:8:11 | Player "Barba_Imersivo" (steamId=76561197994877771) initiated disconnect process...
0:10:4 | Player "Angel*o" (steamId=76561198068688701) initiated disconnect process...
0:10:19 | Player "Angel*o" (steamId=76561198068688701) initiated disconnect process...
0:12:34 | Player "Barba_Imersivo" (steamId=76561197994877771) connected to server!
0:13:21 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (Ruger1022)
0:14:5 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (CZ550)
0:16:1 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "CZ550" (pos=<2221.537598, 15.498465, 14516.875000>)
0:16:8 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "Ruger1022" (pos=<2222.199219, 15.509833, 14517.067383>)
0:16:12 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "FAMAS" (pos=<2223.179688, 15.542085, 14517.283203>)
0:16:16 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "FAMAS" (pos=<2223.332520, 15.492074, 14517.632813>)
0:16:19 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "Scout" (pos=<2223.332520, 15.465946, 14517.632813>)
0:16:25 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "P1" (pos=<2223.332520, 15.465728, 14517.632813>)
0:17:52 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "Magnum" (pos=<2223.630127, 15.466485, 14517.599609>)
0:17:57 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "P1" (pos=<2223.332520, 15.465728, 14517.632813>)
0:19:23 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "TF_MakarovPB" (pos=<2223.687988, 15.468682, 14517.554688>)
0:36:41 | "Barba_Imersivo" (steamid=76561197994877771) /refuel used on self.
0:37:23 | "Barba_Imersivo" (steamid=76561197994877771) deleted object "HeliSIB_UH1D_airforce" (pos=<7112.364258, 8.294722, 10871.089844>)
0:39:23 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (HeliSIB_UH1D_navy)
0:43:19 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (SNAFUHoneyBadger_Tan)
0:44:34 | "Barba_Imersivo" (steamid=76561197994877771) Spawned Item: (SNAFUHoneyBadger_Tan)
0:44:44 | "Barba_Imersivo" (steamid=76561197994877771) healed player (steamid=76561197994877771)
0:48:32 | Player "Barba_Imersivo" (steamId=76561197994877771) initiated disconnect process...
0:48:33 | Player "Barba_Imersivo" (steamId=76561197994877771) disconnected early from server (EXIT NOW).
0:48:47 | Player "Barba_Imersivo" (steamId=76561197994877771) initiated disconnect process...
1:0:56 | Player "Razyel" (steamId=76561198119695209) initiated disconnect process...
1:4:34 | Player "Razyel" (steamId=76561198119695209) connected to server!
1:59:32 | Player "Razyel" (steamId=76561198119695209) initiated disconnect process...
1:59:33 | Player "Razyel" (steamId=76561198119695209) initiated disconnect process...
